sim_number	sample_id	sim_file	m_kinetics_isotype_1_scheme_2_transition_2_parameter_1	m_kinetics_isotype_1_scheme_3_transition_2_parameter_1	Ca_transient_k_act
201	203	../simulations/n_vars_3\sim_data\sample_203\sim_output\1\sim_prot_1_1_r1.txt	72.49946258741556	307.540638965797	0.1433885214788519
202	204	../simulations/n_vars_3\sim_data\sample_204\sim_output\1\sim_prot_1_1_r1.txt	387.5189017281037	1083.784878533548	0.1241658461372398
203	205	../simulations/n_vars_3\sim_data\sample_205\sim_output\1\sim_prot_1_1_r1.txt	277.5280198442675	765.9928055736822	0.2238431130001216
204	206	../simulations/n_vars_3\sim_data\sample_206\sim_output\1\sim_prot_1_1_r1.txt	297.7490311115839	331.9429457960617	0.1613387255571956
205	207	../simulations/n_vars_3\sim_data\sample_207\sim_output\1\sim_prot_1_1_r1.txt	174.1105602724139	197.2514468926664	0.06919932142962898
206	208	../simulations/n_vars_3\sim_data\sample_208\sim_output\1\sim_prot_1_1_r1.txt	396.4283697870626	738.0071775757054	0.030296275832893
207	209	../simulations/n_vars_3\sim_data\sample_209\sim_output\1\sim_prot_1_1_r1.txt	493.7533495423057	204.0568641683658	0.1590064346754145
208	210	../simulations/n_vars_3\sim_data\sample_210\sim_output\1\sim_prot_1_1_r1.txt	223.0791204687919	1020.585696950774	0.1400041925715624
209	211	../simulations/n_vars_3\sim_data\sample_211\sim_output\1\sim_prot_1_1_r1.txt	77.01799455489926	170.9500013659245	0.03011299632589881
210	212	../simulations/n_vars_3\sim_data\sample_212\sim_output\1\sim_prot_1_1_r1.txt	82.82096134091688	587.3638357439298	0.09821676269662034
211	213	../simulations/n_vars_3\sim_data\sample_213\sim_output\1\sim_prot_1_1_r1.txt	160.1751058086124	200.9433212127229	0.1993508130474046
212	214	../simulations/n_vars_3\sim_data\sample_214\sim_output\1\sim_prot_1_1_r1.txt	243.2223725511016	476.9644698036375	0.03546636951855928
213	215	../simulations/n_vars_3\sim_data\sample_215\sim_output\1\sim_prot_1_1_r1.txt	261.8656955827635	775.3090216731816	0.04174984286143734
214	216	../simulations/n_vars_3\sim_data\sample_216\sim_output\1\sim_prot_1_1_r1.txt	166.8347410335505	630.7162777610955	0.03505620139739756
215	217	../simulations/n_vars_3\sim_data\sample_217\sim_output\1\sim_prot_1_1_r1.txt	533.8653376594999	143.3130668241147	0.2127441515863149
