sim_number	sample_id	sim_file	m_kinetics_isotype_1_scheme_2_transition_2_parameter_1	m_kinetics_isotype_1_scheme_3_transition_2_parameter_1	Ca_transient_k_act
101	103	../simulations/n_vars_3\sim_data\sample_103\sim_output\1\sim_prot_1_1_r1.txt	516.5313326898356	1069.428823743957	0.08514103191283234
102	104	../simulations/n_vars_3\sim_data\sample_104\sim_output\1\sim_prot_1_1_r1.txt	250.5637566620688	217.4186875719906	0.05897838274105109
103	105	../simulations/n_vars_3\sim_data\sample_105\sim_output\1\sim_prot_1_1_r1.txt	226.8764168405982	256.7840283588289	0.04709938868611845
104	106	../simulations/n_vars_3\sim_data\sample_106\sim_output\1\sim_prot_1_1_r1.txt	86.12633828870132	221.1924723105047	0.1572692877328491
105	107	../simulations/n_vars_3\sim_data\sample_107\sim_output\1\sim_prot_1_1_r1.txt	312.5355313127918	392.6121106187494	0.06597677081282778
106	108	../simulations/n_vars_3\sim_data\sample_108\sim_output\1\sim_prot_1_1_r1.txt	98.34546771672706	219.8368763169312	0.2176749022414857
107	109	../simulations/n_vars_3\sim_data\sample_109\sim_output\1\sim_prot_1_1_r1.txt	400.2195585597856	1106.499442508017	0.1170937814087026
108	110	../simulations/n_vars_3\sim_data\sample_110\sim_output\1\sim_prot_1_1_r1.txt	240.4013649978769	959.2487127581164	0.1801581723353392
109	111	../simulations/n_vars_3\sim_data\sample_111\sim_output\1\sim_prot_1_1_r1.txt	129.5646199300441	746.3032419663033	0.1153992417297596
110	112	../simulations/n_vars_3\sim_data\sample_112\sim_output\1\sim_prot_1_1_r1.txt	245.7511803821898	771.7945406631774	0.1096894573820283
111	113	../simulations/n_vars_3\sim_data\sample_113\sim_output\1\sim_prot_1_1_r1.txt	381.5382636246871	223.7764680107357	0.1542414696049131
112	114	../simulations/n_vars_3\sim_data\sample_114\sim_output\1\sim_prot_1_1_r1.txt	188.5243679530705	666.3653292244104	0.02621560932414839
113	115	../simulations/n_vars_3\sim_data\sample_115\sim_output\1\sim_prot_1_1_r1.txt	215.0980674187841	260.3640742748428	0.2348690768902443
114	116	../simulations/n_vars_3\sim_data\sample_116\sim_output\1\sim_prot_1_1_r1.txt	219.7786774408544	226.5217860927261	0.0294260230127315
115	117	../simulations/n_vars_3\sim_data\sample_117\sim_output\1\sim_prot_1_1_r1.txt	136.3338396931453	973.8921911968517	0.2085730325230564
116	118	../simulations/n_vars_3\sim_data\sample_118\sim_output\1\sim_prot_1_1_r1.txt	88.14640998005213	966.1348181160299	0.1303786513309717
117	119	../simulations/n_vars_3\sim_data\sample_119\sim_output\1\sim_prot_1_1_r1.txt	147.4623762135579	979.7102153580723	0.125043539326573
118	120	../simulations/n_vars_3\sim_data\sample_120\sim_output\1\sim_prot_1_1_r1.txt	394.2609899835041	286.4647079874283	0.1598600457735736
119	121	../simulations/n_vars_3\sim_data\sample_121\sim_output\1\sim_prot_1_1_r1.txt	190.2671470073008	346.7086655754809	0.072804573500605
120	122	../simulations/n_vars_3\sim_data\sample_122\sim_output\1\sim_prot_1_1_r1.txt	163.4573660326713	166.0428113821324	0.08100000586064081
121	123	../simulations/n_vars_3\sim_data\sample_123\sim_output\1\sim_prot_1_1_r1.txt	88.86049914005557	486.6135361230608	0.04580733090065215
122	124	../simulations/n_vars_3\sim_data\sample_124\sim_output\1\sim_prot_1_1_r1.txt	512.5843350442757	266.2599028964343	0.257313455006598
123	125	../simulations/n_vars_3\sim_data\sample_125\sim_output\1\sim_prot_1_1_r1.txt	109.8050163392925	538.7178214664403	0.03095474463240281
124	126	../simulations/n_vars_3\sim_data\sample_126\sim_output\1\sim_prot_1_1_r1.txt	334.3294959488421	482.8619601570928	0.03190672256987884
125	127	../simulations/n_vars_3\sim_data\sample_127\sim_output\1\sim_prot_1_1_r1.txt	276.469613162746	326.8902552056878	0.03673659757591778
126	128	../simulations/n_vars_3\sim_data\sample_128\sim_output\1\sim_prot_1_1_r1.txt	64.14166125107835	791.4858410647593	0.147182047378277
127	129	../simulations/n_vars_3\sim_data\sample_129\sim_output\1\sim_prot_1_1_r1.txt	148.1273342378241	153.8557407063387	0.1233224529227599
128	130	../simulations/n_vars_3\sim_data\sample_130\sim_output\1\sim_prot_1_1_r1.txt	108.5930936469551	361.0502124529855	0.02739131660679014
129	131	../simulations/n_vars_3\sim_data\sample_131\sim_output\1\sim_prot_1_1_r1.txt	515.3197204093178	225.3144787567978	0.08492700751054255
130	132	../simulations/n_vars_3\sim_data\sample_132\sim_output\1\sim_prot_1_1_r1.txt	68.08557616594436	719.8733014334787	0.0297313220552906
131	133	../simulations/n_vars_3\sim_data\sample_133\sim_output\1\sim_prot_1_1_r1.txt	429.93440460011	743.2495667896304	0.1021568325461646
132	134	../simulations/n_vars_3\sim_data\sample_134\sim_output\1\sim_prot_1_1_r1.txt	78.42544896803987	366.5841916402726	0.04129432570258623
133	135	../simulations/n_vars_3\sim_data\sample_135\sim_output\1\sim_prot_1_1_r1.txt	205.9384889689185	132.8955712785445	0.08173180954060835
134	136	../simulations/n_vars_3\sim_data\sample_136\sim_output\1\sim_prot_1_1_r1.txt	267.0523823968078	207.6939638656351	0.09610154719028229
