sim_number	sample_id	sim_file	m_kinetics_isotype_1_scheme_2_transition_2_parameter_1	m_kinetics_isotype_1_scheme_3_transition_2_parameter_1	Ca_transient_k_act
401	404	../simulations/n_vars_3\sim_data\sample_404\sim_output\1\sim_prot_1_1_r1.txt	104.3654986999494	279.9644166153118	0.08400608167777192
402	405	../simulations/n_vars_3\sim_data\sample_405\sim_output\1\sim_prot_1_1_r1.txt	464.1146521151121	371.436023386268	0.0286772700745568
403	406	../simulations/n_vars_3\sim_data\sample_406\sim_output\1\sim_prot_1_1_r1.txt	128.5779862512117	121.4756394693124	0.04240460583800558
404	407	../simulations/n_vars_3\sim_data\sample_407\sim_output\1\sim_prot_1_1_r1.txt	159.5872592429757	852.6924278193197	0.04733365473872315
405	408	../simulations/n_vars_3\sim_data\sample_408\sim_output\1\sim_prot_1_1_r1.txt	156.5215307038304	915.5223124433987	0.05356355602883782
406	409	../simulations/n_vars_3\sim_data\sample_409\sim_output\1\sim_prot_1_1_r1.txt	176.3378302687574	244.4486312052657	0.03181867402737332
407	410	../simulations/n_vars_3\sim_data\sample_410\sim_output\1\sim_prot_1_1_r1.txt	94.02205591558423	567.8305664876624	0.03630894142633696
408	411	../simulations/n_vars_3\sim_data\sample_411\sim_output\1\sim_prot_1_1_r1.txt	602.6057962526837	146.1845466438544	0.03704634224764195
409	412	../simulations/n_vars_3\sim_data\sample_412\sim_output\1\sim_prot_1_1_r1.txt	328.8436565808669	157.0996524424853	0.09716540644589731
410	413	../simulations/n_vars_3\sim_data\sample_413\sim_output\1\sim_prot_1_1_r1.txt	92.88018758302341	277.1422564708367	0.07838649400102046
411	414	../simulations/n_vars_3\sim_data\sample_414\sim_output\1\sim_prot_1_1_r1.txt	281.8029592006253	372.2115303813179	0.1778933172518074
412	415	../simulations/n_vars_3\sim_data\sample_415\sim_output\1\sim_prot_1_1_r1.txt	133.580461314883	303.9025615636501	0.2388392772365935
413	416	../simulations/n_vars_3\sim_data\sample_416\sim_output\1\sim_prot_1_1_r1.txt	252.8617692498828	114.5594717167152	0.1512727661240588
414	417	../simulations/n_vars_3\sim_data\sample_417\sim_output\1\sim_prot_1_1_r1.txt	455.7505729684819	269.1603172518546	0.06310755716893643
415	418	../simulations/n_vars_3\sim_data\sample_418\sim_output\1\sim_prot_1_1_r1.txt	196.0516578950159	601.2094272820007	0.1325071571254099
416	419	../simulations/n_vars_3\sim_data\sample_419\sim_output\1\sim_prot_1_1_r1.txt	75.10212094631537	442.8079559137657	0.1701508978065261
417	420	../simulations/n_vars_3\sim_data\sample_420\sim_output\1\sim_prot_1_1_r1.txt	70.40850452863143	113.3267763091276	0.06510276864572102
418	421	../simulations/n_vars_3\sim_data\sample_421\sim_output\1\sim_prot_1_1_r1.txt	342.0505439051698	380.0949117496534	0.03687227410728057
419	422	../simulations/n_vars_3\sim_data\sample_422\sim_output\1\sim_prot_1_1_r1.txt	83.2536511637478	152.8928047973904	0.08220099805973272
420	423	../simulations/n_vars_3\sim_data\sample_423\sim_output\1\sim_prot_1_1_r1.txt	287.5439306021909	289.9487802314077	0.02685110243561521
421	424	../simulations/n_vars_3\sim_data\sample_424\sim_output\1\sim_prot_1_1_r1.txt	135.2043215349866	115.7525765031911	0.03228848391963476
422	426	../simulations/n_vars_3\sim_data\sample_426\sim_output\1\sim_prot_1_1_r1.txt	573.2642103988057	421.8838352428721	0.09145735069938753
423	427	../simulations/n_vars_3\sim_data\sample_427\sim_output\1\sim_prot_1_1_r1.txt	191.5969799313113	656.3626908580106	0.1130082076440363
424	428	../simulations/n_vars_3\sim_data\sample_428\sim_output\1\sim_prot_1_1_r1.txt	315.8860329312555	204.4117718472464	0.04464558525400839
425	429	../simulations/n_vars_3\sim_data\sample_429\sim_output\1\sim_prot_1_1_r1.txt	67.71826323141894	117.4530789702076	0.1210899542143206
426	430	../simulations/n_vars_3\sim_data\sample_430\sim_output\1\sim_prot_1_1_r1.txt	527.6154137792867	581.5264303255639	0.05300963478615026
427	431	../simulations/n_vars_3\sim_data\sample_431\sim_output\1\sim_prot_1_1_r1.txt	370.9071165795435	321.1456533642537	0.02874900272964781
428	432	../simulations/n_vars_3\sim_data\sample_432\sim_output\1\sim_prot_1_1_r1.txt	168.6713532394583	363.7341778356842	0.06152263230064476
429	433	../simulations/n_vars_3\sim_data\sample_433\sim_output\1\sim_prot_1_1_r1.txt	360.0977944409259	138.6744786068877	0.1027840143641383
430	434	../simulations/n_vars_3\sim_data\sample_434\sim_output\1\sim_prot_1_1_r1.txt	89.43854315205894	1079.726835382677	0.03873145387703257
431	435	../simulations/n_vars_3\sim_data\sample_435\sim_output\1\sim_prot_1_1_r1.txt	588.1717326340291	659.382926372654	0.03925566019920861
432	436	../simulations/n_vars_3\sim_data\sample_436\sim_output\1\sim_prot_1_1_r1.txt	91.46294827883573	750.1980861999189	0.05714257835955693
433	437	../simulations/n_vars_3\sim_data\sample_437\sim_output\1\sim_prot_1_1_r1.txt	199.8603317495887	812.5745763474539	0.04932867284451565
434	438	../simulations/n_vars_3\sim_data\sample_438\sim_output\1\sim_prot_1_1_r1.txt	290.1354546782811	847.0924961072043	0.03735449701220796
435	439	../simulations/n_vars_3\sim_data\sample_439\sim_output\1\sim_prot_1_1_r1.txt	609.6879960334339	163.9431470679389	0.08912488601541435
436	440	../simulations/n_vars_3\sim_data\sample_440\sim_output\1\sim_prot_1_1_r1.txt	484.4949579432626	201.7325301912312	0.03654000702910951
437	441	../simulations/n_vars_3\sim_data\sample_441\sim_output\1\sim_prot_1_1_r1.txt	194.2290530855987	312.6641528852697	0.1285793862721908
438	442	../simulations/n_vars_3\sim_data\sample_442\sim_output\1\sim_prot_1_1_r1.txt	525.6369205458776	668.4630256253413	0.03284668437580275
439	443	../simulations/n_vars_3\sim_data\sample_443\sim_output\1\sim_prot_1_1_r1.txt	580.5763830463131	518.3133545622037	0.1340114517238124
440	444	../simulations/n_vars_3\sim_data\sample_444\sim_output\1\sim_prot_1_1_r1.txt	197.2558098833071	116.3168748665795	0.1035701157546551
441	445	../simulations/n_vars_3\sim_data\sample_445\sim_output\1\sim_prot_1_1_r1.txt	127.0351152508094	800.3669399561759	0.03585077171510834
442	446	../simulations/n_vars_3\sim_data\sample_446\sim_output\1\sim_prot_1_1_r1.txt	520.6934443307358	249.5353108575041	0.1643650060636015
443	447	../simulations/n_vars_3\sim_data\sample_447\sim_output\1\sim_prot_1_1_r1.txt	74.41447033040934	453.2494928428312	0.2218689546360256
444	448	../simulations/n_vars_3\sim_data\sample_448\sim_output\1\sim_prot_1_1_r1.txt	70.0294360331503	448.4105070929801	0.0420582317569224
445	449	../simulations/n_vars_3\sim_data\sample_449\sim_output\1\sim_prot_1_1_r1.txt	205.0818637359806	388.7737062116435	0.05077287363836691
446	450	../simulations/n_vars_3\sim_data\sample_450\sim_output\1\sim_prot_1_1_r1.txt	295.7250026180201	689.9126525180875	0.1881727260207431
447	451	../simulations/n_vars_3\sim_data\sample_451\sim_output\1\sim_prot_1_1_r1.txt	250.8744769503308	856.5462431583112	0.09435720004892284
448	452	../simulations/n_vars_3\sim_data\sample_452\sim_output\1\sim_prot_1_1_r1.txt	163.194061985561	126.6482218535233	0.1085939750967433
449	453	../simulations/n_vars_3\sim_data\sample_453\sim_output\1\sim_prot_1_1_r1.txt	318.9402897207632	323.3980694840072	0.06215788482151548
450	454	../simulations/n_vars_3\sim_data\sample_454\sim_output\1\sim_prot_1_1_r1.txt	320.0499853846116	209.9972012816576	0.05759347477990247
451	455	../simulations/n_vars_3\sim_data\sample_455\sim_output\1\sim_prot_1_1_r1.txt	79.53765253347154	140.3231391278935	0.1145833343208553
452	456	../simulations/n_vars_3\sim_data\sample_456\sim_output\1\sim_prot_1_1_r1.txt	105.3888793720876	424.2231965350032	0.07239322341138545
453	457	../simulations/n_vars_3\sim_data\sample_457\sim_output\1\sim_prot_1_1_r1.txt	115.1026699597795	410.7669127917457	0.1415922854465591
454	458	../simulations/n_vars_3\sim_data\sample_458\sim_output\1\sim_prot_1_1_r1.txt	468.3135995142866	178.1416752665789	0.02708250261393154
455	459	../simulations/n_vars_3\sim_data\sample_459\sim_output\1\sim_prot_1_1_r1.txt	486.9660272152565	843.4225541226116	0.2001725407775604
456	460	../simulations/n_vars_3\sim_data\sample_460\sim_output\1\sim_prot_1_1_r1.txt	89.91507693296765	222.2874329469641	0.06282969844109211
457	461	../simulations/n_vars_3\sim_data\sample_461\sim_output\1\sim_prot_1_1_r1.txt	264.7700771223868	425.9177498188456	0.0966064982113124
458	462	../simulations/n_vars_3\sim_data\sample_462\sim_output\1\sim_prot_1_1_r1.txt	87.49917169460444	764.4783415397368	0.08362661400531052
459	463	../simulations/n_vars_3\sim_data\sample_463\sim_output\1\sim_prot_1_1_r1.txt	149.5620365913105	196.7645203636137	0.2307739897513122
460	464	../simulations/n_vars_3\sim_data\sample_464\sim_output\1\sim_prot_1_1_r1.txt	185.7168286576917	484.4882197625902	0.1053554463821812
461	465	../simulations/n_vars_3\sim_data\sample_465\sim_output\1\sim_prot_1_1_r1.txt	155.1892436127043	623.9480798861582	0.08845109568894635
462	466	../simulations/n_vars_3\sim_data\sample_466\sim_output\1\sim_prot_1_1_r1.txt	227.9821878532576	351.5666242779195	0.0292595325661739
463	467	../simulations/n_vars_3\sim_data\sample_467\sim_output\1\sim_prot_1_1_r1.txt	496.1191681491512	927.8419881412988	0.07326071645159589
464	468	../simulations/n_vars_3\sim_data\sample_468\sim_output\1\sim_prot_1_1_r1.txt	569.575935194474	185.5239126529861	0.03848738635616651
465	469	../simulations/n_vars_3\sim_data\sample_469\sim_output\1\sim_prot_1_1_r1.txt	179.2620387987589	723.1354421718805	0.03466630322099335
466	470	../simulations/n_vars_3\sim_data\sample_470\sim_output\1\sim_prot_1_1_r1.txt	301.4902449835118	308.5688353325586	0.1482839640233724
467	471	../simulations/n_vars_3\sim_data\sample_471\sim_output\1\sim_prot_1_1_r1.txt	358.1445311929202	131.2643386388622	0.05936437383503387
468	472	../simulations/n_vars_3\sim_data\sample_472\sim_output\1\sim_prot_1_1_r1.txt	272.8551737803817	155.8736204624492	0.1138606718865918
469	473	../simulations/n_vars_3\sim_data\sample_473\sim_output\1\sim_prot_1_1_r1.txt	256.3868614353488	151.6594280175225	0.03458700608534867
470	474	../simulations/n_vars_3\sim_data\sample_474\sim_output\1\sim_prot_1_1_r1.txt	247.9426061917036	879.2795505361732	0.04608947850071298
471	475	../simulations/n_vars_3\sim_data\sample_475\sim_output\1\sim_prot_1_1_r1.txt	142.4336527719683	418.4651768499192	0.04187141597808312
472	476	../simulations/n_vars_3\sim_data\sample_476\sim_output\1\sim_prot_1_1_r1.txt	279.2732676561536	124.4976830639964	0.203852878850505
473	477	../simulations/n_vars_3\sim_data\sample_477\sim_output\1\sim_prot_1_1_r1.txt	240.9696999481159	123.1230559970184	0.03611351039277805
474	478	../simulations/n_vars_3\sim_data\sample_478\sim_output\1\sim_prot_1_1_r1.txt	461.0133933231625	205.9562309713121	0.1727283846111283
475	479	../simulations/n_vars_3\sim_data\sample_479\sim_output\1\sim_prot_1_1_r1.txt	437.8469115564191	1076.275616427342	0.07385000186529224
476	480	../simulations/n_vars_3\sim_data\sample_480\sim_output\1\sim_prot_1_1_r1.txt	410.1231547698426	228.5856472300678	0.06769659676089532
477	481	../simulations/n_vars_3\sim_data\sample_481\sim_output\1\sim_prot_1_1_r1.txt	145.4574596665655	347.1073621536434	0.1664837427732274
478	482	../simulations/n_vars_3\sim_data\sample_482\sim_output\1\sim_prot_1_1_r1.txt	74.14444705326612	870.1366910343343	0.185475555530028
479	483	../simulations/n_vars_3\sim_data\sample_483\sim_output\1\sim_prot_1_1_r1.txt	441.0905089131361	173.5975849805718	0.02830019961538675
480	484	../simulations/n_vars_3\sim_data\sample_484\sim_output\1\sim_prot_1_1_r1.txt	291.8974630630627	195.8848509271157	0.1850055169628578
481	485	../simulations/n_vars_3\sim_data\sample_485\sim_output\1\sim_prot_1_1_r1.txt	182.6989205269601	556.4214618181867	0.1708517533972614
482	486	../simulations/n_vars_3\sim_data\sample_486\sim_output\1\sim_prot_1_1_r1.txt	426.875142416831	560.1549035512102	0.07934067554561408
483	488	../simulations/n_vars_3\sim_data\sample_488\sim_output\1\sim_prot_1_1_r1.txt	583.237524896596	708.5985164036529	0.05833168964025436
484	489	../simulations/n_vars_3\sim_data\sample_489\sim_output\1\sim_prot_1_1_r1.txt	164.523290466035	116.5254138392412	0.1267662119590696
485	490	../simulations/n_vars_3\sim_data\sample_490\sim_output\1\sim_prot_1_1_r1.txt	329.8288811972922	283.0105698244525	0.1294423967188825
486	491	../simulations/n_vars_3\sim_data\sample_491\sim_output\1\sim_prot_1_1_r1.txt	236.786959610005	218.1597675281628	0.04951987291057684
487	492	../simulations/n_vars_3\sim_data\sample_492\sim_output\1\sim_prot_1_1_r1.txt	362.273294538086	189.4771206265802	0.1980208202320777
488	494	../simulations/n_vars_3\sim_data\sample_494\sim_output\1\sim_prot_1_1_r1.txt	135.4920008574801	476.2785318356658	0.04486190783902528
489	495	../simulations/n_vars_3\sim_data\sample_495\sim_output\1\sim_prot_1_1_r1.txt	118.0881428342727	598.573150067771	0.1225307037348689
490	496	../simulations/n_vars_3\sim_data\sample_496\sim_output\1\sim_prot_1_1_r1.txt	94.86384449341725	214.5739358101612	0.1110558706970255
491	497	../simulations/n_vars_3\sim_data\sample_497\sim_output\1\sim_prot_1_1_r1.txt	448.2708863730808	508.9955311206652	0.02798471003472143
492	498	../simulations/n_vars_3\sim_data\sample_498\sim_output\1\sim_prot_1_1_r1.txt	94.5659482735146	611.1949319382376	0.08243849039538041
