sim_number	sample_id	sim_file	m_kinetics_isotype_1_scheme_2_transition_2_parameter_1
601	605	../simulations/n_vars_1\sim_data\sample_605\sim_output\1\sim_prot_1_1_r1.txt	238.1243172467138
602	606	../simulations/n_vars_1\sim_data\sample_606\sim_output\1\sim_prot_1_1_r1.txt	344.244764781348
603	607	../simulations/n_vars_1\sim_data\sample_607\sim_output\1\sim_prot_1_1_r1.txt	164.6957497013185
604	608	../simulations/n_vars_1\sim_data\sample_608\sim_output\1\sim_prot_1_1_r1.txt	208.423761576447
605	609	../simulations/n_vars_1\sim_data\sample_609\sim_output\1\sim_prot_1_1_r1.txt	590.7180791232427
606	610	../simulations/n_vars_1\sim_data\sample_610\sim_output\1\sim_prot_1_1_r1.txt	287.5156195710434
607	611	../simulations/n_vars_1\sim_data\sample_611\sim_output\1\sim_prot_1_1_r1.txt	242.9223742361276
608	612	../simulations/n_vars_1\sim_data\sample_612\sim_output\1\sim_prot_1_1_r1.txt	579.5943532644563
609	613	../simulations/n_vars_1\sim_data\sample_613\sim_output\1\sim_prot_1_1_r1.txt	67.63452064408318
610	614	../simulations/n_vars_1\sim_data\sample_614\sim_output\1\sim_prot_1_1_r1.txt	429.643572208944
611	615	../simulations/n_vars_1\sim_data\sample_615\sim_output\1\sim_prot_1_1_r1.txt	306.2632860337292
612	616	../simulations/n_vars_1\sim_data\sample_616\sim_output\1\sim_prot_1_1_r1.txt	136.5966901949475
613	617	../simulations/n_vars_1\sim_data\sample_617\sim_output\1\sim_prot_1_1_r1.txt	221.0689229589399
614	618	../simulations/n_vars_1\sim_data\sample_618\sim_output\1\sim_prot_1_1_r1.txt	95.2779447789467
615	619	../simulations/n_vars_1\sim_data\sample_619\sim_output\1\sim_prot_1_1_r1.txt	574.0207005256461
616	620	../simulations/n_vars_1\sim_data\sample_620\sim_output\1\sim_prot_1_1_r1.txt	288.739415021006
617	621	../simulations/n_vars_1\sim_data\sample_621\sim_output\1\sim_prot_1_1_r1.txt	510.7095598185958
618	622	../simulations/n_vars_1\sim_data\sample_622\sim_output\1\sim_prot_1_1_r1.txt	116.5728357122866
619	623	../simulations/n_vars_1\sim_data\sample_623\sim_output\1\sim_prot_1_1_r1.txt	137.7292765585135
620	624	../simulations/n_vars_1\sim_data\sample_624\sim_output\1\sim_prot_1_1_r1.txt	103.4707727548563
621	625	../simulations/n_vars_1\sim_data\sample_625\sim_output\1\sim_prot_1_1_r1.txt	387.4984995954691
622	626	../simulations/n_vars_1\sim_data\sample_626\sim_output\1\sim_prot_1_1_r1.txt	237.6137550942735
623	627	../simulations/n_vars_1\sim_data\sample_627\sim_output\1\sim_prot_1_1_r1.txt	459.0187429885903
624	628	../simulations/n_vars_1\sim_data\sample_628\sim_output\1\sim_prot_1_1_r1.txt	133.2737014263455
625	629	../simulations/n_vars_1\sim_data\sample_629\sim_output\1\sim_prot_1_1_r1.txt	210.5817411748739
626	630	../simulations/n_vars_1\sim_data\sample_630\sim_output\1\sim_prot_1_1_r1.txt	150.7278797590395
