sim_number	sample_id	sim_file	m_kinetics_isotype_1_scheme_2_transition_2_parameter_1
301	303	../simulations/n_vars_1\sim_data\sample_303\sim_output\1\sim_prot_1_1_r1.txt	84.42529499148091
302	304	../simulations/n_vars_1\sim_data\sample_304\sim_output\1\sim_prot_1_1_r1.txt	105.3248887835915
303	305	../simulations/n_vars_1\sim_data\sample_305\sim_output\1\sim_prot_1_1_r1.txt	77.19790810815721
304	306	../simulations/n_vars_1\sim_data\sample_306\sim_output\1\sim_prot_1_1_r1.txt	133.4917082138832
305	307	../simulations/n_vars_1\sim_data\sample_307\sim_output\1\sim_prot_1_1_r1.txt	248.9220295408702
306	308	../simulations/n_vars_1\sim_data\sample_308\sim_output\1\sim_prot_1_1_r1.txt	477.0588051527068
307	309	../simulations/n_vars_1\sim_data\sample_309\sim_output\1\sim_prot_1_1_r1.txt	102.8472122324937
308	310	../simulations/n_vars_1\sim_data\sample_310\sim_output\1\sim_prot_1_1_r1.txt	147.5618609780363
309	311	../simulations/n_vars_1\sim_data\sample_311\sim_output\1\sim_prot_1_1_r1.txt	551.625594375239
310	312	../simulations/n_vars_1\sim_data\sample_312\sim_output\1\sim_prot_1_1_r1.txt	227.2320043174564
311	313	../simulations/n_vars_1\sim_data\sample_313\sim_output\1\sim_prot_1_1_r1.txt	120.3399079920198
312	314	../simulations/n_vars_1\sim_data\sample_314\sim_output\1\sim_prot_1_1_r1.txt	103.7002915329197
313	315	../simulations/n_vars_1\sim_data\sample_315\sim_output\1\sim_prot_1_1_r1.txt	330.088736000464
314	316	../simulations/n_vars_1\sim_data\sample_316\sim_output\1\sim_prot_1_1_r1.txt	197.2799683128747
315	317	../simulations/n_vars_1\sim_data\sample_317\sim_output\1\sim_prot_1_1_r1.txt	139.4379999923211
316	318	../simulations/n_vars_1\sim_data\sample_318\sim_output\1\sim_prot_1_1_r1.txt	550.1042869572842
317	319	../simulations/n_vars_1\sim_data\sample_319\sim_output\1\sim_prot_1_1_r1.txt	590.1531056977612
318	320	../simulations/n_vars_1\sim_data\sample_320\sim_output\1\sim_prot_1_1_r1.txt	66.83097843089752
319	321	../simulations/n_vars_1\sim_data\sample_321\sim_output\1\sim_prot_1_1_r1.txt	380.9066872103867
320	322	../simulations/n_vars_1\sim_data\sample_322\sim_output\1\sim_prot_1_1_r1.txt	94.81830181506828
321	323	../simulations/n_vars_1\sim_data\sample_323\sim_output\1\sim_prot_1_1_r1.txt	311.9221715921542
322	324	../simulations/n_vars_1\sim_data\sample_324\sim_output\1\sim_prot_1_1_r1.txt	442.6161421256659
323	325	../simulations/n_vars_1\sim_data\sample_325\sim_output\1\sim_prot_1_1_r1.txt	505.4336497494545
324	326	../simulations/n_vars_1\sim_data\sample_326\sim_output\1\sim_prot_1_1_r1.txt	93.75006407260398
325	327	../simulations/n_vars_1\sim_data\sample_327\sim_output\1\sim_prot_1_1_r1.txt	134.3971270550553
326	328	../simulations/n_vars_1\sim_data\sample_328\sim_output\1\sim_prot_1_1_r1.txt	128.8200497258181
327	329	../simulations/n_vars_1\sim_data\sample_329\sim_output\1\sim_prot_1_1_r1.txt	257.6093287768602
328	330	../simulations/n_vars_1\sim_data\sample_330\sim_output\1\sim_prot_1_1_r1.txt	209.3871632416014
329	331	../simulations/n_vars_1\sim_data\sample_331\sim_output\1\sim_prot_1_1_r1.txt	544.1995903587551
330	332	../simulations/n_vars_1\sim_data\sample_332\sim_output\1\sim_prot_1_1_r1.txt	242.3559227604305
331	333	../simulations/n_vars_1\sim_data\sample_333\sim_output\1\sim_prot_1_1_r1.txt	408.5305578370879
332	334	../simulations/n_vars_1\sim_data\sample_334\sim_output\1\sim_prot_1_1_r1.txt	259.8739837898365
333	335	../simulations/n_vars_1\sim_data\sample_335\sim_output\1\sim_prot_1_1_r1.txt	384.3676465706662
334	336	../simulations/n_vars_1\sim_data\sample_336\sim_output\1\sim_prot_1_1_r1.txt	74.85236273538708
335	337	../simulations/n_vars_1\sim_data\sample_337\sim_output\1\sim_prot_1_1_r1.txt	69.70822868660261
336	338	../simulations/n_vars_1\sim_data\sample_338\sim_output\1\sim_prot_1_1_r1.txt	199.0229599322119
337	339	../simulations/n_vars_1\sim_data\sample_339\sim_output\1\sim_prot_1_1_r1.txt	602.8699634581378
338	340	../simulations/n_vars_1\sim_data\sample_340\sim_output\1\sim_prot_1_1_r1.txt	220.3934810736355
339	341	../simulations/n_vars_1\sim_data\sample_341\sim_output\1\sim_prot_1_1_r1.txt	153.4094701225677
340	342	../simulations/n_vars_1\sim_data\sample_342\sim_output\1\sim_prot_1_1_r1.txt	207.6840037969781
