sim_number	sample_id	sim_file	m_kinetics_isotype_1_scheme_2_transition_2_parameter_1
101	101	../simulations/n_vars_1\sim_data\sample_101\sim_output\1\sim_prot_1_1_r1.txt	163.4466898698507
102	102	../simulations/n_vars_1\sim_data\sample_102\sim_output\1\sim_prot_1_1_r1.txt	303.1089561410491
103	103	../simulations/n_vars_1\sim_data\sample_103\sim_output\1\sim_prot_1_1_r1.txt	118.3484774620457
104	104	../simulations/n_vars_1\sim_data\sample_104\sim_output\1\sim_prot_1_1_r1.txt	138.483445563151
105	105	../simulations/n_vars_1\sim_data\sample_105\sim_output\1\sim_prot_1_1_r1.txt	322.2698829315015
106	106	../simulations/n_vars_1\sim_data\sample_106\sim_output\1\sim_prot_1_1_r1.txt	180.587714206625
107	107	../simulations/n_vars_1\sim_data\sample_107\sim_output\1\sim_prot_1_1_r1.txt	377.1258711345864
108	108	../simulations/n_vars_1\sim_data\sample_108\sim_output\1\sim_prot_1_1_r1.txt	79.40241266305078
109	109	../simulations/n_vars_1\sim_data\sample_109\sim_output\1\sim_prot_1_1_r1.txt	390.8713641247903
110	110	../simulations/n_vars_1\sim_data\sample_110\sim_output\1\sim_prot_1_1_r1.txt	324.9277327605919
111	111	../simulations/n_vars_1\sim_data\sample_111\sim_output\1\sim_prot_1_1_r1.txt	592.6156662404394
112	112	../simulations/n_vars_1\sim_data\sample_112\sim_output\1\sim_prot_1_1_r1.txt	622.2383950068054
113	113	../simulations/n_vars_1\sim_data\sample_113\sim_output\1\sim_prot_1_1_r1.txt	63.93993530973259
114	114	../simulations/n_vars_1\sim_data\sample_114\sim_output\1\sim_prot_1_1_r1.txt	68.11878093145474
115	115	../simulations/n_vars_1\sim_data\sample_115\sim_output\1\sim_prot_1_1_r1.txt	340.6685971261526
116	116	../simulations/n_vars_1\sim_data\sample_116\sim_output\1\sim_prot_1_1_r1.txt	243.7256977880235
117	117	../simulations/n_vars_1\sim_data\sample_117\sim_output\1\sim_prot_1_1_r1.txt	124.6389429571989
118	118	../simulations/n_vars_1\sim_data\sample_118\sim_output\1\sim_prot_1_1_r1.txt	280.2909491803213
119	119	../simulations/n_vars_1\sim_data\sample_119\sim_output\1\sim_prot_1_1_r1.txt	271.8723313842162
120	120	../simulations/n_vars_1\sim_data\sample_120\sim_output\1\sim_prot_1_1_r1.txt	376.3345287227193
121	121	../simulations/n_vars_1\sim_data\sample_121\sim_output\1\sim_prot_1_1_r1.txt	315.8227983857985
122	122	../simulations/n_vars_1\sim_data\sample_122\sim_output\1\sim_prot_1_1_r1.txt	175.464923369475
123	123	../simulations/n_vars_1\sim_data\sample_123\sim_output\1\sim_prot_1_1_r1.txt	168.3850468369995
124	124	../simulations/n_vars_1\sim_data\sample_124\sim_output\1\sim_prot_1_1_r1.txt	83.88126828959666
125	125	../simulations/n_vars_1\sim_data\sample_125\sim_output\1\sim_prot_1_1_r1.txt	67.38784982420599
126	126	../simulations/n_vars_1\sim_data\sample_126\sim_output\1\sim_prot_1_1_r1.txt	328.5960178796773
127	127	../simulations/n_vars_1\sim_data\sample_127\sim_output\1\sim_prot_1_1_r1.txt	231.6969201852444
128	128	../simulations/n_vars_1\sim_data\sample_128\sim_output\1\sim_prot_1_1_r1.txt	553.1294144747868
129	129	../simulations/n_vars_1\sim_data\sample_129\sim_output\1\sim_prot_1_1_r1.txt	419.5137396865335
130	130	../simulations/n_vars_1\sim_data\sample_130\sim_output\1\sim_prot_1_1_r1.txt	143.1251193276815
131	131	../simulations/n_vars_1\sim_data\sample_131\sim_output\1\sim_prot_1_1_r1.txt	292.2247177298125
132	132	../simulations/n_vars_1\sim_data\sample_132\sim_output\1\sim_prot_1_1_r1.txt	572.075430321241
133	133	../simulations/n_vars_1\sim_data\sample_133\sim_output\1\sim_prot_1_1_r1.txt	80.54865735807991
134	134	../simulations/n_vars_1\sim_data\sample_134\sim_output\1\sim_prot_1_1_r1.txt	120.8524144907035
135	135	../simulations/n_vars_1\sim_data\sample_135\sim_output\1\sim_prot_1_1_r1.txt	69.06195397539254
136	136	../simulations/n_vars_1\sim_data\sample_136\sim_output\1\sim_prot_1_1_r1.txt	421.9594593120144
137	137	../simulations/n_vars_1\sim_data\sample_137\sim_output\1\sim_prot_1_1_r1.txt	473.623243817402
138	138	../simulations/n_vars_1\sim_data\sample_138\sim_output\1\sim_prot_1_1_r1.txt	566.385730741926
139	139	../simulations/n_vars_1\sim_data\sample_139\sim_output\1\sim_prot_1_1_r1.txt	94.26280640901172
140	140	../simulations/n_vars_1\sim_data\sample_140\sim_output\1\sim_prot_1_1_r1.txt	66.14996812174927
141	141	../simulations/n_vars_1\sim_data\sample_141\sim_output\1\sim_prot_1_1_r1.txt	286.3867439792753
142	142	../simulations/n_vars_1\sim_data\sample_142\sim_output\1\sim_prot_1_1_r1.txt	133.8263232920511
143	143	../simulations/n_vars_1\sim_data\sample_143\sim_output\1\sim_prot_1_1_r1.txt	70.27763930160305
144	144	../simulations/n_vars_1\sim_data\sample_144\sim_output\1\sim_prot_1_1_r1.txt	418.6945418026708
