sim_number	sample_id	sim_file	m_kinetics_isotype_1_scheme_2_transition_2_parameter_1
801	806	../simulations/n_vars_1\sim_data\sample_806\sim_output\1\sim_prot_1_1_r1.txt	145.5300477520377
802	807	../simulations/n_vars_1\sim_data\sample_807\sim_output\1\sim_prot_1_1_r1.txt	187.973431722522
803	808	../simulations/n_vars_1\sim_data\sample_808\sim_output\1\sim_prot_1_1_r1.txt	178.6809528922393
804	809	../simulations/n_vars_1\sim_data\sample_809\sim_output\1\sim_prot_1_1_r1.txt	532.7749947207551
805	810	../simulations/n_vars_1\sim_data\sample_810\sim_output\1\sim_prot_1_1_r1.txt	271.6292615285274
806	811	../simulations/n_vars_1\sim_data\sample_811\sim_output\1\sim_prot_1_1_r1.txt	170.6833291001492
807	812	../simulations/n_vars_1\sim_data\sample_812\sim_output\1\sim_prot_1_1_r1.txt	339.850820666815
808	813	../simulations/n_vars_1\sim_data\sample_813\sim_output\1\sim_prot_1_1_r1.txt	328.8961286786193
809	814	../simulations/n_vars_1\sim_data\sample_814\sim_output\1\sim_prot_1_1_r1.txt	152.7645840765608
810	815	../simulations/n_vars_1\sim_data\sample_815\sim_output\1\sim_prot_1_1_r1.txt	256.7996935969606
811	816	../simulations/n_vars_1\sim_data\sample_816\sim_output\1\sim_prot_1_1_r1.txt	405.2716207894454
812	817	../simulations/n_vars_1\sim_data\sample_817\sim_output\1\sim_prot_1_1_r1.txt	176.5721847254071
813	818	../simulations/n_vars_1\sim_data\sample_818\sim_output\1\sim_prot_1_1_r1.txt	182.9341812849416
814	819	../simulations/n_vars_1\sim_data\sample_819\sim_output\1\sim_prot_1_1_r1.txt	413.7031052797767
815	820	../simulations/n_vars_1\sim_data\sample_820\sim_output\1\sim_prot_1_1_r1.txt	159.5846173219091
816	821	../simulations/n_vars_1\sim_data\sample_821\sim_output\1\sim_prot_1_1_r1.txt	94.16648700905219
817	822	../simulations/n_vars_1\sim_data\sample_822\sim_output\1\sim_prot_1_1_r1.txt	206.1692995176127
818	823	../simulations/n_vars_1\sim_data\sample_823\sim_output\1\sim_prot_1_1_r1.txt	280.8174715222452
819	824	../simulations/n_vars_1\sim_data\sample_824\sim_output\1\sim_prot_1_1_r1.txt	306.0658994323058
820	825	../simulations/n_vars_1\sim_data\sample_825\sim_output\1\sim_prot_1_1_r1.txt	392.043225301265
821	826	../simulations/n_vars_1\sim_data\sample_826\sim_output\1\sim_prot_1_1_r1.txt	85.09412773532645
822	827	../simulations/n_vars_1\sim_data\sample_827\sim_output\1\sim_prot_1_1_r1.txt	403.9771564447843
823	828	../simulations/n_vars_1\sim_data\sample_828\sim_output\1\sim_prot_1_1_r1.txt	234.085738486615
824	829	../simulations/n_vars_1\sim_data\sample_829\sim_output\1\sim_prot_1_1_r1.txt	516.44546710823
825	830	../simulations/n_vars_1\sim_data\sample_830\sim_output\1\sim_prot_1_1_r1.txt	63.75562098837836
826	831	../simulations/n_vars_1\sim_data\sample_831\sim_output\1\sim_prot_1_1_r1.txt	74.18287834464103
827	832	../simulations/n_vars_1\sim_data\sample_832\sim_output\1\sim_prot_1_1_r1.txt	148.6864737773199
828	833	../simulations/n_vars_1\sim_data\sample_833\sim_output\1\sim_prot_1_1_r1.txt	83.6227195310158
829	834	../simulations/n_vars_1\sim_data\sample_834\sim_output\1\sim_prot_1_1_r1.txt	578.289024843376
830	835	../simulations/n_vars_1\sim_data\sample_835\sim_output\1\sim_prot_1_1_r1.txt	144.3024776169705
831	836	../simulations/n_vars_1\sim_data\sample_836\sim_output\1\sim_prot_1_1_r1.txt	68.40817521038245
832	837	../simulations/n_vars_1\sim_data\sample_837\sim_output\1\sim_prot_1_1_r1.txt	371.2061720785208
