sim_number	sample_id	sim_file	m_kinetics_isotype_1_scheme_2_transition_2_parameter_1
501	504	../simulations/n_vars_1\sim_data\sample_504\sim_output\1\sim_prot_1_1_r1.txt	88.36505148677644
502	505	../simulations/n_vars_1\sim_data\sample_505\sim_output\1\sim_prot_1_1_r1.txt	131.8092809607114
503	506	../simulations/n_vars_1\sim_data\sample_506\sim_output\1\sim_prot_1_1_r1.txt	224.7591317515792
504	507	../simulations/n_vars_1\sim_data\sample_507\sim_output\1\sim_prot_1_1_r1.txt	201.7319949012577
505	508	../simulations/n_vars_1\sim_data\sample_508\sim_output\1\sim_prot_1_1_r1.txt	196.0125572932598
506	509	../simulations/n_vars_1\sim_data\sample_509\sim_output\1\sim_prot_1_1_r1.txt	362.8030553629453
507	510	../simulations/n_vars_1\sim_data\sample_510\sim_output\1\sim_prot_1_1_r1.txt	455.9768640505205
508	511	../simulations/n_vars_1\sim_data\sample_511\sim_output\1\sim_prot_1_1_r1.txt	97.87224573323644
509	512	../simulations/n_vars_1\sim_data\sample_512\sim_output\1\sim_prot_1_1_r1.txt	65.87235130258907
510	513	../simulations/n_vars_1\sim_data\sample_513\sim_output\1\sim_prot_1_1_r1.txt	86.16144509154408
511	514	../simulations/n_vars_1\sim_data\sample_514\sim_output\1\sim_prot_1_1_r1.txt	183.5311869996604
512	515	../simulations/n_vars_1\sim_data\sample_515\sim_output\1\sim_prot_1_1_r1.txt	607.2064553772067
513	516	../simulations/n_vars_1\sim_data\sample_516\sim_output\1\sim_prot_1_1_r1.txt	169.6256017000883
514	517	../simulations/n_vars_1\sim_data\sample_517\sim_output\1\sim_prot_1_1_r1.txt	615.3784206119225
515	518	../simulations/n_vars_1\sim_data\sample_518\sim_output\1\sim_prot_1_1_r1.txt	439.8419323590865
516	519	../simulations/n_vars_1\sim_data\sample_519\sim_output\1\sim_prot_1_1_r1.txt	110.5661218781741
517	520	../simulations/n_vars_1\sim_data\sample_520\sim_output\1\sim_prot_1_1_r1.txt	367.7435685801418
