sim_number	sample_id	sim_file	m_kinetics_isotype_1_scheme_2_transition_2_parameter_1
401	404	../simulations/n_vars_1\sim_data\sample_404\sim_output\1\sim_prot_1_1_r1.txt	160.9723290275458
402	405	../simulations/n_vars_1\sim_data\sample_405\sim_output\1\sim_prot_1_1_r1.txt	161.5543389627383
403	406	../simulations/n_vars_1\sim_data\sample_406\sim_output\1\sim_prot_1_1_r1.txt	170.5348824510402
404	407	../simulations/n_vars_1\sim_data\sample_407\sim_output\1\sim_prot_1_1_r1.txt	132.3451135732344
405	408	../simulations/n_vars_1\sim_data\sample_408\sim_output\1\sim_prot_1_1_r1.txt	92.14849770185583
406	409	../simulations/n_vars_1\sim_data\sample_409\sim_output\1\sim_prot_1_1_r1.txt	226.7925851772296
407	410	../simulations/n_vars_1\sim_data\sample_410\sim_output\1\sim_prot_1_1_r1.txt	318.1844649374711
408	411	../simulations/n_vars_1\sim_data\sample_411\sim_output\1\sim_prot_1_1_r1.txt	192.3339102965465
409	412	../simulations/n_vars_1\sim_data\sample_412\sim_output\1\sim_prot_1_1_r1.txt	135.7874990447451
410	413	../simulations/n_vars_1\sim_data\sample_413\sim_output\1\sim_prot_1_1_r1.txt	522.8970805869767
411	414	../simulations/n_vars_1\sim_data\sample_414\sim_output\1\sim_prot_1_1_r1.txt	588.832068639792
412	415	../simulations/n_vars_1\sim_data\sample_415\sim_output\1\sim_prot_1_1_r1.txt	80.898092396478
413	416	../simulations/n_vars_1\sim_data\sample_416\sim_output\1\sim_prot_1_1_r1.txt	97.45856212941004
414	417	../simulations/n_vars_1\sim_data\sample_417\sim_output\1\sim_prot_1_1_r1.txt	88.92795584682878
415	418	../simulations/n_vars_1\sim_data\sample_418\sim_output\1\sim_prot_1_1_r1.txt	139.7344761121071
416	419	../simulations/n_vars_1\sim_data\sample_419\sim_output\1\sim_prot_1_1_r1.txt	613.9909326394975
417	420	../simulations/n_vars_1\sim_data\sample_420\sim_output\1\sim_prot_1_1_r1.txt	114.2827051496753
418	421	../simulations/n_vars_1\sim_data\sample_421\sim_output\1\sim_prot_1_1_r1.txt	65.36549542996187
419	422	../simulations/n_vars_1\sim_data\sample_422\sim_output\1\sim_prot_1_1_r1.txt	108.5400604665592
420	423	../simulations/n_vars_1\sim_data\sample_423\sim_output\1\sim_prot_1_1_r1.txt	540.2733873714361
421	424	../simulations/n_vars_1\sim_data\sample_424\sim_output\1\sim_prot_1_1_r1.txt	68.7577633454921
422	425	../simulations/n_vars_1\sim_data\sample_425\sim_output\1\sim_prot_1_1_r1.txt	95.43807626278502
423	426	../simulations/n_vars_1\sim_data\sample_426\sim_output\1\sim_prot_1_1_r1.txt	165.7740423877284
424	427	../simulations/n_vars_1\sim_data\sample_427\sim_output\1\sim_prot_1_1_r1.txt	623.403549834241
425	428	../simulations/n_vars_1\sim_data\sample_428\sim_output\1\sim_prot_1_1_r1.txt	249.8265505792302
426	429	../simulations/n_vars_1\sim_data\sample_429\sim_output\1\sim_prot_1_1_r1.txt	542.6210900683136
427	430	../simulations/n_vars_1\sim_data\sample_430\sim_output\1\sim_prot_1_1_r1.txt	85.48149611300583
428	431	../simulations/n_vars_1\sim_data\sample_431\sim_output\1\sim_prot_1_1_r1.txt	424.3789251874437
429	432	../simulations/n_vars_1\sim_data\sample_432\sim_output\1\sim_prot_1_1_r1.txt	617.4610822037602
430	433	../simulations/n_vars_1\sim_data\sample_433\sim_output\1\sim_prot_1_1_r1.txt	519.466143809342
431	434	../simulations/n_vars_1\sim_data\sample_434\sim_output\1\sim_prot_1_1_r1.txt	122.8089424990548
432	435	../simulations/n_vars_1\sim_data\sample_435\sim_output\1\sim_prot_1_1_r1.txt	203.8858309627772
433	436	../simulations/n_vars_1\sim_data\sample_436\sim_output\1\sim_prot_1_1_r1.txt	110.7815674256183
434	437	../simulations/n_vars_1\sim_data\sample_437\sim_output\1\sim_prot_1_1_r1.txt	427.7205614885128
