sim_number	sample_id	sim_file	m_kinetics_isotype_1_scheme_2_transition_2_parameter_1
201	203	../simulations/n_vars_1\sim_data\sample_203\sim_output\1\sim_prot_1_1_r1.txt	76.77827305334027
202	204	../simulations/n_vars_1\sim_data\sample_204\sim_output\1\sim_prot_1_1_r1.txt	347.8763134476268
203	205	../simulations/n_vars_1\sim_data\sample_205\sim_output\1\sim_prot_1_1_r1.txt	464.6957804299732
204	206	../simulations/n_vars_1\sim_data\sample_206\sim_output\1\sim_prot_1_1_r1.txt	352.6124439697169
205	207	../simulations/n_vars_1\sim_data\sample_207\sim_output\1\sim_prot_1_1_r1.txt	103.8551822563622
206	208	../simulations/n_vars_1\sim_data\sample_208\sim_output\1\sim_prot_1_1_r1.txt	408.0772464337425
207	209	../simulations/n_vars_1\sim_data\sample_209\sim_output\1\sim_prot_1_1_r1.txt	75.55222090051585
208	210	../simulations/n_vars_1\sim_data\sample_210\sim_output\1\sim_prot_1_1_r1.txt	87.65541053056641
209	211	../simulations/n_vars_1\sim_data\sample_211\sim_output\1\sim_prot_1_1_r1.txt	190.9654429479457
210	212	../simulations/n_vars_1\sim_data\sample_212\sim_output\1\sim_prot_1_1_r1.txt	555.9901928330238
211	213	../simulations/n_vars_1\sim_data\sample_213\sim_output\1\sim_prot_1_1_r1.txt	230.9351200889135
212	214	../simulations/n_vars_1\sim_data\sample_214\sim_output\1\sim_prot_1_1_r1.txt	481.1229807200917
213	215	../simulations/n_vars_1\sim_data\sample_215\sim_output\1\sim_prot_1_1_r1.txt	89.22792074575038
214	216	../simulations/n_vars_1\sim_data\sample_216\sim_output\1\sim_prot_1_1_r1.txt	98.49595965724033
215	217	../simulations/n_vars_1\sim_data\sample_217\sim_output\1\sim_prot_1_1_r1.txt	158.4878972511226
216	218	../simulations/n_vars_1\sim_data\sample_218\sim_output\1\sim_prot_1_1_r1.txt	357.1438713728729
217	219	../simulations/n_vars_1\sim_data\sample_219\sim_output\1\sim_prot_1_1_r1.txt	501.5974341633621
218	220	../simulations/n_vars_1\sim_data\sample_220\sim_output\1\sim_prot_1_1_r1.txt	64.48510793081249
219	221	../simulations/n_vars_1\sim_data\sample_221\sim_output\1\sim_prot_1_1_r1.txt	259.341154967543
220	222	../simulations/n_vars_1\sim_data\sample_222\sim_output\1\sim_prot_1_1_r1.txt	128.8480844500626
221	223	../simulations/n_vars_1\sim_data\sample_223\sim_output\1\sim_prot_1_1_r1.txt	64.25037133737196
222	224	../simulations/n_vars_1\sim_data\sample_224\sim_output\1\sim_prot_1_1_r1.txt	353.6060544586823
223	225	../simulations/n_vars_1\sim_data\sample_225\sim_output\1\sim_prot_1_1_r1.txt	64.10412739143143
224	226	../simulations/n_vars_1\sim_data\sample_226\sim_output\1\sim_prot_1_1_r1.txt	182.5209093934543
225	227	../simulations/n_vars_1\sim_data\sample_227\sim_output\1\sim_prot_1_1_r1.txt	79.570792340817
226	228	../simulations/n_vars_1\sim_data\sample_228\sim_output\1\sim_prot_1_1_r1.txt	291.0019248674774
227	229	../simulations/n_vars_1\sim_data\sample_229\sim_output\1\sim_prot_1_1_r1.txt	191.8598093080735
228	230	../simulations/n_vars_1\sim_data\sample_230\sim_output\1\sim_prot_1_1_r1.txt	112.6821591589082
229	231	../simulations/n_vars_1\sim_data\sample_231\sim_output\1\sim_prot_1_1_r1.txt	250.5175737601853
230	232	../simulations/n_vars_1\sim_data\sample_232\sim_output\1\sim_prot_1_1_r1.txt	467.1894462781935
231	233	../simulations/n_vars_1\sim_data\sample_233\sim_output\1\sim_prot_1_1_r1.txt	90.27738210755363
232	234	../simulations/n_vars_1\sim_data\sample_234\sim_output\1\sim_prot_1_1_r1.txt	143.5729755722977
233	235	../simulations/n_vars_1\sim_data\sample_235\sim_output\1\sim_prot_1_1_r1.txt	99.32894993834081
234	236	../simulations/n_vars_1\sim_data\sample_236\sim_output\1\sim_prot_1_1_r1.txt	141.9820523320177
235	237	../simulations/n_vars_1\sim_data\sample_237\sim_output\1\sim_prot_1_1_r1.txt	392.9691052617629
236	238	../simulations/n_vars_1\sim_data\sample_238\sim_output\1\sim_prot_1_1_r1.txt	80.01749890407478
237	239	../simulations/n_vars_1\sim_data\sample_239\sim_output\1\sim_prot_1_1_r1.txt	548.392168200867
238	240	../simulations/n_vars_1\sim_data\sample_240\sim_output\1\sim_prot_1_1_r1.txt	107.4007657775651
239	241	../simulations/n_vars_1\sim_data\sample_241\sim_output\1\sim_prot_1_1_r1.txt	199.9456179277765
240	242	../simulations/n_vars_1\sim_data\sample_242\sim_output\1\sim_prot_1_1_r1.txt	321.1217573039404
241	243	../simulations/n_vars_1\sim_data\sample_243\sim_output\1\sim_prot_1_1_r1.txt	441.5057955207935
242	244	../simulations/n_vars_1\sim_data\sample_244\sim_output\1\sim_prot_1_1_r1.txt	341.5312685192473
243	245	../simulations/n_vars_1\sim_data\sample_245\sim_output\1\sim_prot_1_1_r1.txt	70.10833148877263
244	246	../simulations/n_vars_1\sim_data\sample_246\sim_output\1\sim_prot_1_1_r1.txt	114.753424819482
245	247	../simulations/n_vars_1\sim_data\sample_247\sim_output\1\sim_prot_1_1_r1.txt	214.6553255393737
246	248	../simulations/n_vars_1\sim_data\sample_248\sim_output\1\sim_prot_1_1_r1.txt	181.9417132869876
247	249	../simulations/n_vars_1\sim_data\sample_249\sim_output\1\sim_prot_1_1_r1.txt	131.9134416157779
248	250	../simulations/n_vars_1\sim_data\sample_250\sim_output\1\sim_prot_1_1_r1.txt	546.2347473505745
249	251	../simulations/n_vars_1\sim_data\sample_251\sim_output\1\sim_prot_1_1_r1.txt	479.0970398938223
250	252	../simulations/n_vars_1\sim_data\sample_252\sim_output\1\sim_prot_1_1_r1.txt	237.1351592037421
251	253	../simulations/n_vars_1\sim_data\sample_253\sim_output\1\sim_prot_1_1_r1.txt	301.717521522526
252	254	../simulations/n_vars_1\sim_data\sample_254\sim_output\1\sim_prot_1_1_r1.txt	457.4512220008908
253	255	../simulations/n_vars_1\sim_data\sample_255\sim_output\1\sim_prot_1_1_r1.txt	92.44291870258378
254	256	../simulations/n_vars_1\sim_data\sample_256\sim_output\1\sim_prot_1_1_r1.txt	385.1628023092358
255	257	../simulations/n_vars_1\sim_data\sample_257\sim_output\1\sim_prot_1_1_r1.txt	124.1681359816284
256	258	../simulations/n_vars_1\sim_data\sample_258\sim_output\1\sim_prot_1_1_r1.txt	206.9894152580989
257	259	../simulations/n_vars_1\sim_data\sample_259\sim_output\1\sim_prot_1_1_r1.txt	288.2793552599695
258	260	../simulations/n_vars_1\sim_data\sample_260\sim_output\1\sim_prot_1_1_r1.txt	187.3334561189033
259	261	../simulations/n_vars_1\sim_data\sample_261\sim_output\1\sim_prot_1_1_r1.txt	195.6891539621294
260	262	../simulations/n_vars_1\sim_data\sample_262\sim_output\1\sim_prot_1_1_r1.txt	171.4531522072413
261	263	../simulations/n_vars_1\sim_data\sample_263\sim_output\1\sim_prot_1_1_r1.txt	436.2277982964697
262	264	../simulations/n_vars_1\sim_data\sample_264\sim_output\1\sim_prot_1_1_r1.txt	112.4627067236668
263	265	../simulations/n_vars_1\sim_data\sample_265\sim_output\1\sim_prot_1_1_r1.txt	123.6527479880837
264	266	../simulations/n_vars_1\sim_data\sample_266\sim_output\1\sim_prot_1_1_r1.txt	199.5115987272464
265	267	../simulations/n_vars_1\sim_data\sample_267\sim_output\1\sim_prot_1_1_r1.txt	350.7009995372387
266	268	../simulations/n_vars_1\sim_data\sample_268\sim_output\1\sim_prot_1_1_r1.txt	162.5798857209862
267	269	../simulations/n_vars_1\sim_data\sample_269\sim_output\1\sim_prot_1_1_r1.txt	122.5396485011841
268	270	../simulations/n_vars_1\sim_data\sample_270\sim_output\1\sim_prot_1_1_r1.txt	111.6071816935693
269	271	../simulations/n_vars_1\sim_data\sample_271\sim_output\1\sim_prot_1_1_r1.txt	277.9059318575397
270	272	../simulations/n_vars_1\sim_data\sample_272\sim_output\1\sim_prot_1_1_r1.txt	584.3099274991429
271	273	../simulations/n_vars_1\sim_data\sample_273\sim_output\1\sim_prot_1_1_r1.txt	219.1244306970434
272	274	../simulations/n_vars_1\sim_data\sample_274\sim_output\1\sim_prot_1_1_r1.txt	511.865141228944
273	275	../simulations/n_vars_1\sim_data\sample_275\sim_output\1\sim_prot_1_1_r1.txt	101.533940804974
274	276	../simulations/n_vars_1\sim_data\sample_276\sim_output\1\sim_prot_1_1_r1.txt	627.9830917609879
275	277	../simulations/n_vars_1\sim_data\sample_277\sim_output\1\sim_prot_1_1_r1.txt	81.48978846838297
276	278	../simulations/n_vars_1\sim_data\sample_278\sim_output\1\sim_prot_1_1_r1.txt	275.0474876162854
277	279	../simulations/n_vars_1\sim_data\sample_279\sim_output\1\sim_prot_1_1_r1.txt	435.4249251007
278	280	../simulations/n_vars_1\sim_data\sample_280\sim_output\1\sim_prot_1_1_r1.txt	416.7895499714164
279	281	../simulations/n_vars_1\sim_data\sample_281\sim_output\1\sim_prot_1_1_r1.txt	129.5877837296136
280	282	../simulations/n_vars_1\sim_data\sample_282\sim_output\1\sim_prot_1_1_r1.txt	164.0355226462368
281	283	../simulations/n_vars_1\sim_data\sample_283\sim_output\1\sim_prot_1_1_r1.txt	125.7182258200257
282	284	../simulations/n_vars_1\sim_data\sample_284\sim_output\1\sim_prot_1_1_r1.txt	120.0642222295099
283	285	../simulations/n_vars_1\sim_data\sample_285\sim_output\1\sim_prot_1_1_r1.txt	106.6590998950572
284	286	../simulations/n_vars_1\sim_data\sample_286\sim_output\1\sim_prot_1_1_r1.txt	156.7554224856038
285	287	../simulations/n_vars_1\sim_data\sample_287\sim_output\1\sim_prot_1_1_r1.txt	229.7434830262372
286	288	../simulations/n_vars_1\sim_data\sample_288\sim_output\1\sim_prot_1_1_r1.txt	289.8108811949519
287	289	../simulations/n_vars_1\sim_data\sample_289\sim_output\1\sim_prot_1_1_r1.txt	194.6971924568405
288	290	../simulations/n_vars_1\sim_data\sample_290\sim_output\1\sim_prot_1_1_r1.txt	101.9382405546588
289	291	../simulations/n_vars_1\sim_data\sample_291\sim_output\1\sim_prot_1_1_r1.txt	122.4239122659643
290	292	../simulations/n_vars_1\sim_data\sample_292\sim_output\1\sim_prot_1_1_r1.txt	387.2630903994569
